id,start_date,start_time,_type,end_date,end_time,primary_organizer_id,primary_organizer.name,name,summary,primary_venue.name,primary_venue.address.longitude,primary_venue.address.latitude,primary_venue.address.localized_address_display
170902171997,2022-05-27,09:00,destination_event,2022-05-27,17:00,34125891697,Knowledge Torch,"Conflict Management 1 Day Certification Training in Indianapolis, in",Conflict Management 1 Day Certification Training,"Indianapolis, IN",-86.159345,39.7702698,"Regus Business Center, Indianapolis, IN, IN 46209"
174491086537,2022-05-24,09:00,destination_event,2022-05-24,17:00,26924439953,Certification-Guide Inc,"Project Management Professional certification training in Indianapolis, IN","4 days PMP training from Certification Guide is a unique, power packed, blended mode, career-ready package and one of a kind in the industry","Indianapolis, IN",-86.159345,39.7702698,"Business Hotel / Regus Business Centre, Indianapolis, IN 46204"
165747197329,2022-05-24,09:00,destination_event,2022-05-24,17:00,33692434589,Up Skills,"Big Data And Hadoop Training in Indianapolis, in",Big Data And Hadoop Certification 4 Days Training,"Indianapolis, IN",-86.1586119,39.7696748,"Business Center\Hotel, Indianapolis, IN, IN 46209"
177855068297,2022-05-27,09:00,destination_event,2022-05-27,17:00,34125891697,Knowledge Torch,"Business Case Writing 1 Day Training in Indianapolis, in",Business Case Writing 1 Day Training,"Indianapolis, IN",-86.159345,39.7702698,"Regus Business Center, Indianapolis, IN, IN 46209"
161859541245,2022-05-26,09:00,destination_event,2022-05-26,17:00,33692434589,Up Skills,"ITIL Foundation Certification Training in Indianapolis, IN",ITIL 2 Days Certification Training,"Indianapolis, IN",-86.1586119,39.7696748,"Business Center\Hotel, Indianapolis, IN, IN 46209"
162239345249,2022-05-24,09:00,destination_event,2022-05-24,17:00,33692434589,Up Skills,"Lean Six Sigma Black Belt Certification Training in Indianapolis, IN",Lean Six Sigma Black Belt 4 Days Certification Training,"Indianapolis, IN",-86.1586119,39.7696748,"Business Center\Hotel, Indianapolis, IN, IN 46209"
166044745303,2022-05-24,09:00,destination_event,2022-05-24,17:00,34125891697,Knowledge Torch,"PMP Certification Training in Indianapolis, IN",PMP 4 Days Certification Training,"Indianapolis, IN",-86.160095,39.769656,"Business Center, Indianapolis, IN, IN 46209"
156844489089,2022-05-24,09:00,destination_event,2022-05-24,17:00,33236948349,Knowledge Torch,"Salesforce ADM 201 Certification Training in Indianapolis, in",Salesforce Admin 201 and App Builder 4 days Classroom Training ( Tue - Fri ),"Indianapolis, IN",-86.160095,39.769656,"Business Center, Indianapolis, IN, IN 46209"
144417754391,2022-05-24,09:00,destination_event,2022-05-24,17:00,32651446325,Instil-Learning,"Dual Lean Six Sigma Green & Black Belt Training in Indianapolis, IN",Dual Lean Six Sigma Green & Black Belt 4 Days Certification Training Offered by Master/Black Belt Certified Instructor,"Indianapolis, IN",-86.10166989999999,39.9173071,"Regus Business Centre/Hotel, Indianapolis, IN 46077"
154789835565,2022-05-24,09:00,destination_event,2022-05-24,17:00,33236948349,Knowledge Torch,"CAPM Class Room Training in Indianapolis, in",CAPM 4 Days  Online And In person  Training,"Indianapolis, IN",-86.10166989999999,39.9173071,"Regus Business Centre, Indianapolis, IN, IN 46209"
163600199601,2022-05-24,09:00,destination_event,2022-05-24,17:00,33692434589,Up Skills,"PMI-ACP Certification Training in Indianapolis, in",PMI-ACP (Agile Certified Practitioner) Certification course from PMI is conducted by experienced Agile expert instructors,"Indianapolis, IN",-86.1586119,39.7696748,"Business Center\Hotel, Indianapolis, IN, IN 46209"
156201369501,2022-05-27,09:00,destination_event,2022-05-27,17:00,33236948349,Knowledge Torch,"Conflict Management Certification Training in Indianapolis, in",Conflict Management Training By Industry Expert,"Indianapolis, IN",-86.160095,39.769656,"Business Center, Indianapolis, IN, IN 46209"
131981776045,2022-06-03,11:00,destination_event,2022-06-03,14:00,30068395660,JobsOffice.org,#ConstructionHires Virtual Job Fair / Career Expo Event #Indianapolis,Attend World's Largest Virtual Job Expo/Career Fair #ConstructionHires #Indianapolis at https://wertual.tao.ai/pod/constructionhires/jobfair,Indianapolis,-86.158068,39.768403,"Virtual Event Only, Indianapolis, IN"
189430159707,2022-05-24,09:00,destination_event,2022-05-27,17:00,18449909606,Educera INC,"Devops Classroom Training in Indianapolis, IN",Welcome to Educera! We thank you for visiting Educera Devops training page.,"Indianapolis, IN",-86.159345,39.7702698,"Regus Business Center, Indianapolis, IN, IN 46077"
163652600333,2022-05-18,12:00,destination_event,2022-05-18,13:00,31247541303,Lakshman Singh,Stock Market : Options Trading Profit Strategies,Join This Stock Market Options Trading Profit Strategies Program Today !,Indianapolis,-86.1395598,39.829875,"Online (Virtual), Indianapolis, IN 46205"
191625806947,2022-05-24,09:00,destination_event,2022-05-27,17:00,23233802072,VistaEdutech,"Data Science Classroom  Training in Indianapolis, IN","Vistadedutech’s Data Science course helps you gain expertise in Machine Learning Algorithms like K-Means Clustering, Decision Trees, Random","Indianapolis, IN",-86.1087848,39.9169508,"Regus Business Centre, Indianapolis, IN, IN 46077"
147159170039,2022-05-24,09:00,destination_event,2022-05-24,17:00,32651446325,Instil-Learning,"Lean Six Sigma Black Belt Certification Training In Indianapolis, IN",Lean Six Sigma Black Belt course by experienced LSS Master Black Belt instructors,"Indianapolis, IN",-86.15047349999999,39.9283129,"Regus Business Centre/Hotel, Indianapolis, IN 46077"
147118309825,2022-05-26,09:00,destination_event,2022-05-26,17:00,32651446325,Instil-Learning,"Certified Scrum Product Owner (CSPO) Training In Indianapolis, IN",Certified Scrum Product Owner (CSPO) Training,"Indianapolis, IN",-86.15047349999999,39.9283129,"Regus Business Centre/Hotel, Indianapolis, IN 46077"
145055309335,2022-05-24,09:00,destination_event,2022-05-24,17:00,32651446325,Instil-Learning,"Data Science Certification Training In Indianapolis, IN","This course helps you gain expertise in Machine Learning Algorithms like K-Means Clustering, Decision Trees, Random Forest and Naive using R","Indianapolis, IN",-86.15047349999999,39.9283129,"Regus Business Centre/Hotel, Indianapolis, IN 46077"
146559995893,2022-05-27,09:00,destination_event,2022-05-27,17:00,32651446325,Instil-Learning,"Agile & Scrum certification Training In Indianapolis, IN",Agile & Scrum  Certification Training by Industry Expert,"Indianapolis, IN",-86.15047349999999,39.9283129,"Regus Business Centre/Hotel, Indianapolis, IN 46077"
145735098603,2022-05-26,09:00,destination_event,2022-05-26,17:00,32651446325,Instil-Learning,"ITIL v4 Foundation certification Training In Indianapolis, IN",ITIL v4 Foundation Training latest version of ITIL certification,"Indianapolis, IN",-86.15047349999999,39.9283129,"Regus Business Centre/Hotel, Indianapolis, IN 46077"
146790812271,2022-05-25,09:00,destination_event,2022-05-25,17:00,32651446325,Instil-Learning,"PMI-ACP Certification Training In Indianapolis, IN",PMI-ACP (Agile Certified Practitioner) Certification course from PMI is conducted by experienced Agile expert instructors,"Indianapolis, IN",-86.15047349999999,39.9283129,"Regus Business Centre/Hotel, Indianapolis, IN 46077"
146913872347,2022-05-24,09:00,destination_event,2022-05-24,17:00,32651446325,Instil-Learning,"Lean Six Sigma Green Belt Certification Training In Indianapolis, IN",Lean Six Sigma Green Belt Training - Boost your preparation with customized study material and proven practice tests that prepares you.,"Indianapolis, IN",-86.15047349999999,39.9283129,"Regus Business Centre/Hotel, Indianapolis, IN 46077"
145658537607,2022-05-24,09:00,destination_event,2022-05-24,12:00,32651446325,Instil-Learning,"Big Data and Hadoop Developer Training In Indianapolis, IN",Big Data and Hadoop Developer Certification Training,"Indianapolis, IN",-86.15047349999999,39.9283129,"Regus Business Centre/Hotel, Indianapolis, IN 46077"
147804863325,2022-05-25,09:00,destination_event,2022-05-25,17:00,32651446325,Instil-Learning,"PgMp Certification Training In Indianapolis, IN",PgMP Certification Training,"Indianapolis, IN",-86.15047349999999,39.9283129,"Regus Business Centre/Hotel, Indianapolis, IN 46077"
145492587245,2022-05-24,09:00,destination_event,2022-05-24,17:00,32651446325,Instil-Learning,"Salesforce Admin 201 and App Builder Training In Indianapolis, IN",Salesforce Admin 201 and App Builder - Topics such as SFDC Data Mode,"Indianapolis, IN",-86.15047349999999,39.9283129,"Regus Business Centre/Hotel, Indianapolis, IN 46077"
147751768517,2022-05-24,09:00,destination_event,2022-05-24,17:00,32651446325,Instil-Learning,"CAPM Certification Training In Indianapolis, IN",Certified Associate Project Management (CAPM) certification  Training,"Indianapolis, IN",-86.15047349999999,39.9283129,"Regus Business Centre/Hotel, Indianapolis, IN 46077"
145886838461,2022-05-24,09:00,destination_event,2022-05-24,17:00,32651446325,Instil-Learning,"DevOps certification Training In Indianapolis, IN",DevOps Certification Training,"Indianapolis, IN",-86.15047349999999,39.9283129,"Regus Business Centre/Hotel, Indianapolis, IN 46077"
146328030077,2022-05-24,09:00,destination_event,2022-05-24,17:00,32651446325,Instil-Learning,"Tableau certification Training In Indianapolis, IN",Tableau Certification Training,"Indianapolis, IN",-86.15047349999999,39.9283129,"Regus Business Centre/Hotel, Indianapolis, IN 46077"
146963051443,2022-05-25,09:00,destination_event,2022-05-25,17:00,32651446325,Instil-Learning,"Risk Management Professional (RMP) Training In Indianapolis, IN",Risk Management Professional (RMP) certification Training,"Indianapolis, IN",-86.15047349999999,39.9283129,"Regus Business Centre/Hotel, Indianapolis, IN 46077"
146383618343,2022-05-25,09:00,destination_event,2022-05-25,17:00,32651446325,Instil-Learning,"Data Analytics certification Training In Indianapolis, IN",Data Analytics Certification Training,"Indianapolis, IN",-86.15047349999999,39.9283129,"Regus Business Centre/Hotel, Indianapolis, IN 46077"
167001900179,2022-05-16,18:30,destination_event,2022-05-16,20:00,5970866527,Judy Harris-Van Dyke,"""Become a Home-Based Travel Agent"" Indianapolis, IN","It's time to make your ""Passion your Paycheck""!",Homewood Suites by Hilton Indianapolis Northwest,-86.23151239999999,39.9228633,"4140 West 94th Street, Indianapolis, IN 46268"
184875506617,2022-05-20,09:00,destination_event,2022-05-20,17:00,12695726318,Mangates,"Workplace Reflective Practice 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.1008598,39.924845,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IL 46240"
179935791797,2022-05-16,09:00,destination_event,2022-05-16,17:00,12695726318,Mangates,"Absence Management 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.1008598,39.924845,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
180014868317,2022-05-18,21:00,destination_event,2022-05-19,19:00,12695726318,Mangates,"AgileSHIFT 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.1008598,39.924845,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
190922443167,2022-05-18,09:00,destination_event,2022-05-18,17:00,12695726318,Mangates,"Manager Management 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.1008598,39.924845,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
186599573347,2022-05-20,09:00,destination_event,2022-05-20,17:00,12695726318,Mangates,"Business Networking 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.1008598,39.924845,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
187612232237,2022-05-20,09:00,destination_event,2022-05-20,17:00,12695726318,Mangates,"Communication Skills 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.1009742,39.9249343,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
190848251257,2022-05-16,09:00,destination_event,2022-05-16,17:00,12695726318,Mangates,"COBIT 5 And ITIL 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.1009742,39.9249343,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
183498608277,2022-05-16,09:00,destination_event,2022-05-16,17:00,12695726318,Mangates,"Agile and Scrum1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.1009742,39.9249343,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
180998981827,2022-05-20,09:00,destination_event,2022-05-20,17:00,12695726318,Mangates,"10 Soft Skills You Need 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.10095799999999,39.9249699,"9465 Counselors Row Washington Township, Suite 200 Address 2, Indianapolis, IN 46240"
179996362967,2022-05-20,09:00,destination_event,2022-05-20,17:00,12695726318,Mangates,"Stakeholder Management 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.10077419999999,39.9249883,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
185782569667,2022-05-20,09:00,destination_event,2022-05-20,17:00,12695726318,Mangates,"Practical Sales Skills 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.10077419999999,39.9249883,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
180933596257,2022-05-20,09:00,destination_event,2022-05-20,17:00,12695726318,Mangates,"Interview Skills 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.10077419999999,39.9249883,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
181019392877,2022-05-20,09:00,destination_event,2022-05-20,17:00,12695726318,Mangates,"Managing a Virtual Team 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.10077419999999,39.9249883,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
189561201657,2022-05-20,09:00,destination_event,2022-05-20,17:00,12695726318,Mangates,"Report Writing 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.10077419999999,39.9249883,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
187579323807,2022-05-20,09:00,destination_event,2022-05-20,17:00,12695726318,Mangates,"Business Presentations 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.10077419999999,39.9249883,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
190874249017,2022-05-20,09:00,destination_event,2022-05-20,17:00,12695726318,Mangates,"Time Management 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.10077419999999,39.9249883,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
178576496107,2022-05-18,09:00,destination_event,2022-05-18,17:00,12695726318,Mangates,"SDN Overview 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.10077419999999,39.9249883,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
180708402697,2022-05-20,09:00,destination_event,2022-05-20,17:00,12695726318,Mangates,"Business Ethics 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.10077419999999,39.9249883,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
189561201657,2022-05-20,09:00,destination_event,2022-05-20,17:00,12695726318,Mangates,"Report Writing 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.10077419999999,39.9249883,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
180708402697,2022-05-20,09:00,destination_event,2022-05-20,17:00,12695726318,Mangates,"Business Ethics 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.10077419999999,39.9249883,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
184831645427,2022-05-20,09:00,destination_event,2022-05-20,17:00,12695726318,Mangates,"Introduction To Agile 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.10077419999999,39.9249883,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
185782569667,2022-05-20,09:00,destination_event,2022-05-20,17:00,12695726318,Mangates,"Practical Sales Skills 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.10077419999999,39.9249883,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
189516708577,2022-05-18,09:00,destination_event,2022-05-18,17:00,12695726318,Mangates,"Knowledge Management 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.10077419999999,39.9249883,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
178576496107,2022-05-18,09:00,destination_event,2022-05-18,17:00,12695726318,Mangates,"SDN Overview 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.10077419999999,39.9249883,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
181019392877,2022-05-20,09:00,destination_event,2022-05-20,17:00,12695726318,Mangates,"Managing a Virtual Team 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.10077419999999,39.9249883,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
180933596257,2022-05-20,09:00,destination_event,2022-05-20,17:00,12695726318,Mangates,"Interview Skills 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.10077419999999,39.9249883,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
186912068027,2022-06-03,08:30,destination_event,2022-06-03,09:00,2185094335,Benjamin Harrison Presidential Site,Coffee with the Curator 2022,"If you love coffee and a good dose of history, you've come to the right place!  Our monthly First Friday program, Coffee with the Curator.",Benjamin Harrison Presidential Site,-86.1544065,39.7840906,"1230 North Delaware Street, Indianapolis, IN 46202"
133974462223,2022-06-03,11:00,destination_event,2022-06-03,14:00,30068395660,JobsOffice.org,#TransitHires Virtual Job Fair / Career Expo Event #Indianapolis,Attend World's Largest Virtual Job Expo / Career Fair #TransitHires #Indianapolis at https://wertual.tao.ai/pod/transithires/jobfair,Indianapolis,-86.158068,39.768403,"Virtual Event Only, Indianapolis, IN"
131959040041,2022-06-03,11:00,destination_event,2022-06-03,14:00,30068395660,JobsOffice.org,#EnergyHires Virtual Job Fair / Career Expo Event #Indianapolis,Attend World's Largest Virtual Job Expo / Career Fair #EnergyHires #Indianapolis at https://wertual.tao.ai/pod/energyhires/jobfair,Indianapolis,-86.158068,39.768403,"Virtual Event Only, Indianapolis, IN"
177590667467,2022-05-16,18:30,destination_event,2022-05-16,20:00,29711685043,Monyardda Gibson,"Become a Home Base Travel Business Owner(Indianapolis, IN)","It's time to turn your ""Passion into a Paycheck""!",4140 W 94th St,-86.2314954,39.922868,"4140 West 94th Street, Indianapolis, IN 46268"
167318962521,2022-06-03,11:00,destination_event,2022-06-03,14:00,6165847909,AnalyticsWEEK,AnalyticsWeek Virtual Job Fair / Career Networking Event #Inidanapolis,AnalyticsWeek Virtual Job Fair / Career Networking Event at https://wertual.tao.ai/pod/analyticsweek/jobfair,Indianapolis,-86.158068,39.768403,"Virtual Event Only, Indianapolis, IN"
185708026707,2022-05-30,09:00,destination_event,2022-05-30,17:00,12695726318,Mangates,"Introduction To Software Test Automation 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.1009742,39.9249343,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
190186562127,2022-05-30,09:00,destination_event,2022-05-30,17:00,12695726318,Mangates,"Leading Effective Teams 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.10077419999999,39.9249883,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
180894770127,2022-05-30,09:00,destination_event,2022-05-30,17:00,12695726318,Mangates,"Writing a CV 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.10077419999999,39.9249883,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
188354010917,2022-05-30,09:00,destination_event,2022-05-30,17:00,12695726318,Mangates,"Recruitment Skills 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.10077419999999,39.9249883,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
135395488551,2022-06-03,11:00,destination_event,2022-06-03,14:00,30068395660,JobsOffice.org,#FlexibleHires Virtual Job Fair / Career Expo Event #Indianapolis,Attend World's Largest Virtual Job Expo / Career Fair #FlexibleHires #Indianapolis at https://wertual.tao.ai/pod/flexiblehires/jobfair,Indianapolis,-86.158068,39.768403,"Virtual Event Only, Indianapolis"
167020307235,2022-06-03,11:00,destination_event,2022-06-03,14:00,30068395660,JobsOffice.org,#VeteranWorks Virtual Job Fair / Career Expo #Veterans Event #Indianapolis,Attend World's Largest Virtual Job Expo/Career Fair #Veterans #Hiring Drive #Indianapolis at https://wertual.tao.ai/pod/veteranworks/jobfa,Indianapolis  ,-86.158068,39.768403,"Virtual Event Only, Indianapolis  , IN 46204"
170323493153,2022-06-03,11:00,destination_event,2022-06-03,14:00,8281910380,TAO.ai,Monthly #NonProfit Virtual JobExpo / Career Fair #Indianapolis,#NonProfits #JobFair: Monthly Virtual #NonProfits Career Fair #Indianapolis at https://nonprofits.club/wertual/jobfair,Indianapolis,-86.158068,39.768403,"Virtual Event only, Indianapolis, IN"
170356039500,2022-06-03,11:00,destination_event,2022-06-03,14:00,8281910380,TAO.ai,Monthly #USGov Virtual JobExpo / Career Fair #Indianapolis,#USGovClub #JobFair: Monthly Virtual #USGov Career Fair #Indianapolis at https://usgov.club/wertual/jobfair,Indianapolis,-86.158068,39.768403,"Virtual Event only, Indianapolis, IN"
166841636827,2022-06-03,11:00,destination_event,2022-06-03,14:00,8281910380,TAO.ai,#AnalyticsClub Virtual Job Fair / Career Expo Event #Indianapolis,Attend World's Largest Virtual Job Expo / Career Fair #AnalyticsClub #Hiring Drive #Indianapolis at https://analytics.club/we/jobfair,Virtual Event Only,-86.15737089999999,39.7713425,"Virtual Event Only, Indianapolis, IN 46204"
167511666905,2022-06-03,11:00,destination_event,2022-06-03,14:00,8281910380,TAO.ai,#Caimpus Virtual JobFair/Career Expo #College#University Event#Indianapolis,Attend World's Largest Virtual Job Expo / Career Fair #College #University #Indianapolis at https://caimpus.com/we/jobfair,Indianapolis,-86.158068,39.768403,"Virtual Event only, Indianapolis, IN"
180604000427,2022-06-06,09:00,destination_event,2022-06-06,17:00,12695726318,Mangates,"Human Resource Management 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.1009742,39.9249343,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
191517161987,2022-06-06,10:00,destination_event,2022-06-06,17:00,13771746098,School of Glamology,Indianapolis |Non Invasive Body Sculpting Training| School of Glamology,"This course will teach you how to generate a six figure income, implementing 6 non invasive body sculpting and skin tightening techniques.","Regus - Indiana, Indianapolis - City Center",-86.159345,39.7702698,"201 North Illinois Street Mile Square, South Tower 16th Floor, Indianapolis, IN 46204"
192795004047,2022-06-04,07:30,destination_event,2022-06-05,16:00,16053449999,The North American Institute of Orthopedic Manual Therapy,"NAIOMT C-516 Cervical Spine I [Indianapolis, IN]2022",C-516 Cervical Spine I,Methodist Sports Medicine,-86.15188309999999,39.9330713,"200 Pennsylvania Pkwy. Suite 100, Indianapolis, IN 46280"
179677138157,2022-06-06,09:00,destination_event,2022-06-06,17:00,12695726318,Mangates,"Account Management 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.1009742,39.9249343,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
177843814637,2022-06-06,09:00,destination_event,2022-06-06,17:00,12695726318,Mangates,"Essential Management Skills 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.10077419999999,39.9249883,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
186629773677,2022-06-06,09:00,destination_event,2022-06-06,17:00,12695726318,Mangates,"Big Data Strategy 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.10077419999999,39.9249883,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
179729765567,2022-06-06,09:00,destination_event,2022-06-06,17:00,12695726318,Mangates,"Software Testing Essentials 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.10077419999999,39.9249883,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
190283050727,2022-06-06,09:00,destination_event,2022-06-06,17:00,12695726318,Mangates,"Stress Management 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.10077419999999,39.9249883,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
191647301237,2022-06-08,09:00,destination_event,2022-06-08,17:00,12695726318,Mangates,"Employee Engagement 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.1008598,39.924845,"9465 Counselors Row Washington Township, Suite 200 #7th floor, Indianapolis, IN 46240"
190978500837,2022-06-08,09:00,destination_event,2022-06-08,17:00,12695726318,Mangates,"Wellness 1 Day Training in Indianapolis, IN",Our classroom training provides you the opportunity to interact with instructors and benefit from face-to-face instruction.,"Regus - Indiana, Indianapolis - The Precedent",-86.10077419999999,39.9249883,"9465 Counselors Row Washington Township, Suite 200, Indianapolis, IN 46240"
